Review,Rating
'Like everyone else it seems the Cornish Pasty Company came as a suggestion from a friend I have been meaning to try it out for a while.  First of all the decor was awesome. The church pews industrial purse hooks tile candle wax candles and large photos of English industrial workers really set the mood. The servers were relaxed helpful and friendly. The music wasnt what you normally hear in a restaurant but I LIKED that about it.   The drink selection is very good I think lots of neat import beers and theyll do a taster sample if you want one. I love ciders so I ordered the Strongbow it was a bit on the warm side but nothing to be too upset about.  Im not a foodie by any means Im rather bland when it comes to trying new things so I stuck with a safe menu item Chicken Pot Pie. It was pretty good although I was hoping for more of a cream based sauce but thats a personal preference thing I think.   We also ordered the Carmel Apple dessert pastry. That was yummy! But it was odd that they served it with chocolate chip icecream instead of vanilla as mentioned on the menu perhaps they were out?   Anyhow I would recommend the Cornish Pasty Company to anyone looking for something new a little different and perhaps an tasty adventure of sorts.',4
'Deliciously decadent little bites of chocolate paradise!',5
'DONT GO HERE! I got stomach upset after I ate their carne asada burrito. The standard is not as Filbertoes or Rivas.  STAY AWAY',1
'So we went here for lunch and was happpy. I did not even expect to eat here but we saw it on the way to another place and decided to try it out. The inside is a cozy new Mexico western kinda feel to it. We had the pork dish we had is unreal. Smoked pork rice and beans and a couple tortillas. This dish made this a 4 star review rather than a 3 star. The girlfriend and I decided to split that and a sandwich. We tried the turkey sandwich and it was just OK came with fries. On the turkey sandwich it came with pablano peppers which sounded good but it was one really big pepper and it was to thick for the sandwich. Mabey if they cut it into smaller pieces we would have liked it better. The waitstaff and host were very friendly and the prices are good. Lunch specials for as cheap as $10 and somethings ranging in the $20 area. I want to come here for happy hour and that pork dish. This place is worth a try for sure!',4
'Cheap fast decent atmosphere and great flavor. You cant go wrong at Tosinos. We stepped in on a weekday for lunch and it wasnt crowded at all. The wall menu is digital with pictures of their various items scrolling through the screens.  I ordered a carne asada burrito ($4.75). At less than $5 this was a great deal. The burrito was made in just a few minutes huge and filled to the brim with lots of carne asada meat guacamole onion and tomato. The salsa bar on the side had 2 different red sauces a green sauce and lime wedges which were great condiments to compliment the burrito. The nicely grilled tortilla held all the ingredients in well.  The restaurant has a lot of booths for people to sit at and compared to other places that serve similar quickie Mexican food (Los Favoritos Filibertos) the atmosphere here is a step up from them!  Definitely a new favorite for Mexican food in this area!',5
'We have dined here and picked up to go orders several times and it has always been a good experience.  That being said we only always order the gyros with side salad and my son gets the chicken fingers with french fries (fries are very tasty). We have not tried anything else outside of our comfort zone.  We pretty much come here when we are in the mood for gyros and it is close to our home. The food is always delivered quickly and with excellent service.   Not crazy about the ambiance in the restaurant.  Not sure what it is exactly but it doesnt leave me with warm fuzzy feelings.',4
'This is a great trail to hike for all ages. Its not too challenging but the scenery makes up for it. Its never too packed every time Ive been. The parking is plentiful and the area is easy to get to. Theres bathrooms and hiking guide at the beginning of the trail. Theres places on the trail where you can rock climb as well. We completed the whole thing in about an hour and half. We never felt too winded.. its a good trail to hike as a pre-workout before heading to gym.',4
'So I finally checked it out over the weekend great customer service. One of the associates took the time to tell me all about yoga and the classes that they have. Leaned something new Not only are there yoga classes on Sundays in the park but there are also other classes available Monday and Tuesday ( not Yoga ) I think it is amazing for them to do such a courtesy!    Ive only tried yoga once in my life time it was some kind of sweat box yoga which I felt like I was dying!  Im excited to check out yoga in the park!',5
'The food here is really really good.   The restaurant overall has a lot of different places to sit.  My only complaint is that they were out of half of the liquors/liqueres used in their specialty drinks.',3
'Im really surprised at how Churchs has turned themselves around.  In the eighties it was a hot new property that was opening stores all over the place. I guess over-expansion hit; and didnt they go bankrupt?   Anyway we came to this location recently and really enjoyed the food.   They have a sign inside that states they were judged better then Popeyes.  Now I find it unusually that a franchise would mention a competitor when you have already made the decision to go there and eat.    Made me wonder where the nearest Popeyes is located???  But the food was really very good.  And maybe just maybe as good as Popeyes.',3
'I eat here very often I enjoy the atmosphere they always have several sporting events on to choose from and the food the food at this sports bar it is awesome!  I have not had anything there I do not like my favorite (although I do not alow myself to order it to often) is the Monte Cristo sandwich.  It is amazing I am also very suprised at how many people I take there that have never had a Monte Cristo if you have not had one pony up and go get one it sounds weird maybe even gross.... but just do it.... you can trust me... I am a faceless voice speaking to you from the all knowing internet.... The onion rings there are also really good they have a very nice spicy heat to them (I recommend a side of ranch dressing).    Their happy hour menue is very good many affordable things to order that are very tasty.  Also as a past bar tender myself I have been very pleased with the martinis and mixed drinks that they serve (and no one is more critical than a bar tender) I am slightly embarrassed to admit that their frozen margaritas (I know I know I did drink a frozen margarita) are really really good.  The only gripe I have had with them is that the last couple of times I have tried to order a beer that they have been out of what I want.  This is not a Sports Grill you go to for crappy food and good beer Id say its a Sports Grill you go to for good food and crappy beer!  Enjoy!',4
'Thanks for the reco Joel you rock!! Would also like to thank the the owners of Tortas El Guerro for opening a location closer to me than 16th street!! Woohoo!!  I have a long standing relationship with Tortas El Guerro. They make some of the best tortas in town at some of the best prices. You know youve hit the gold mine when youre the only white boy in the place!! Starting out at 16th Street then branching out Ive managed to visit all their locations. So when I saw that Joel posted this I nearly wet myself!    Ordered the Cubana ($6.50) which had ham cheese pork leg and beef milanesa! This was a hefty man size sandwich thats a pretty tall order to shove into your mouth. Fortunately I have an unhinging jaw (well not really but sounds kind of cool like a snake or something) so I was able to eat it sort of neatly I actually pressed it down a little lol. The flavors were fresh and well seasoned. A topping of their avocado salsa really hit the spot but be warned it truly is spicy. In fact I wasnt  expecting it actually brought a tear to my eye very nice!  Also order a Alebre Quesadilla ($5.99) which was stuffed full of steak onions peppers bacon and cheese. Each stringy cheesy melty bite was sheer gluttony after having the Cubana. Next time Ill only order one or the other. Egads!  I really liked the space. While it was clearly the shell of a Wendys I liked that they added some rustic plank flooring and tight subtle lighting. Very comfortable friendly and super clean!    Looking forward to visiting again soon love this place!  P.S. they have a drive thru!',4
'Yum. After doing some shopping at the Mekong plaza we decided on having lunch here. Very clean which is a big plus for a Vietnamese establishment. The food was great very tasty. Would love to back.',5
'When I average out all the aspects of Gallo Blanco I reach a four star rating.  The food and happy hour are the two reason we keep coming back.  The service is not a reason to return but we put up with it to eat those yummy little tacos.  This place is just off the lobby of the Clarendon Hotel which is hipster central. Everyone who works at Gallo Blanco falls into that hipster category which in my humble opinion is the reason the service falters.  No one wears a nametag or any identifiable mark of actually working there so its hard to flag someone down if you need something.  A few servers act like you are inconveniencing them for being there.  We put up with all that because the happy hour prices are great and the pork tacos and carne asada burrito are to die for!  We also love the green and red salsa (you can find the same stuff at Crescent Ballroom).',4
'I have been back again and again they are still awesome.  Every time I go or call in an order I vow Im going to try something different and every time I order the same thing.  One day Ill try something other than the Pei Wei Spicy Chicken.    Their take out is very well run they know who I am when I call and they even know what I want its always ready when they say it will be and its always hot when I get it home.  That said eating in is always best not sure why but the food just tastes better on a plate than it does from the plastic container.',4
'Stayed here one night over a weekend so the kids could visit Castles n Coasters.  I thought this place was great!   Pros - $55 a night with AAA dicsount!           - Patio room direct access to the pool           - Clean room           - Comfy beds linens and pillows           - Great restaruant and entertainment options very close by           - Blackout drapes were AWESOME - kids slept til almost 10!  Cons - AC never really did cool the room not hot but not cool like I like it           - Hotel was empty free breakfast buffet turned out not to be.  They             did make us eggs but the kids were disappointed not to have all              they can eat',4
'Cant say enough good things about Mark!  He has nothing but clients interest in mind. We started working with Mark just a couple weeks before needing to find a place and he found us the perfect place in just a week! He is very knowledgable and maintains great communication! He always kept us informed on new potential places and kept our interest in mind.  I would recommend him to anyone and will definitely use him I the future!',5
'As my first experience at Wildfish I was completely blown away by the high-standards of service and amazing menu. We came with a party of 6 at 7:30 and were quickly sat in their spacious dining room within seconds... Everyone in our group was more than satisfied with the chicken scallops fish and sides we shared. You can expect to pay a decent price for this type of meal but it still is on my mind a day after. Definitely worth a shot.',5
'Love this place! Chic cute with some Asian deco elements and the most important the shaved ice is so yummy!!!  3 of us came after a Saturday brunch ordered a large size of Taro and Original shaved ice paired with sweet red beans and mango fruit (they also offer mango jelly) and topped with caramel drizzle. Maybe because of our choice this plate was very very sweet. If you dont like sweet that much choose something different. The large size was definitely enough for 3 of us! The shaved ice was very fine fluffy and felt like cotton candy! And as it melts it seems to be more like ice cream than ice. The texture is very different from the other shaved ice I have tried where you can feel more of the ice.   If Snoh was not 20 miles away from me i would visit at least once a week! Cant wait for the next visit :)',4
'It took me about 18 months of living in Arizona to stumble on this and it was by pure accident.  This place is DELICIOUS!  Think of a chipotle/subway-esque place but for Italian food.  You can choose between an Italian-style burrito (the Pellini) pasta bowl or salad.  I got the pasta bowl and not only was it amazingly good there was enough for two meals so I got to enjoy it all over again the next day.  Everything was fresh and tasty and I cant say anything bad about this place.  So many different options for an extremely reasonable price.  You decide between the three styles and then choose your meats sauce and extras.  Once my b/f and I move to Scottsdale well be making many more trips here and I raved about it to several of my friends to try out :)  They had already beaten me to the punch and I was upset they hadnt told me about this place earlier!!',5
